personid,age,tenure,grosswage,children,bedroom,commute,men,married,volunteer,high_educ,WFHShare,calls
45730,22.0,1.5,1.7010175,no,no,100.0,0.0,0.0,1.0,0.0,0.74242425,522.0
45732,21.0,1.5,1.6412076,no,no,90.0,1.0,0.0,0.0,0.0,,
45734,21.0,1.5,1.2982326,no,no,90.0,0.0,0.0,1.0,0.0,0.4040404,586.0
45746,23.0,1.5,1.7275676,no,no,60.0,0.0,0.0,0.0,0.0,,
45750,22.0,1.5,1.6346575,no,yes,140.0,1.0,1.0,1.0,0.0,0.7979798,717.0
45758,20.0,1.5,1.7030776,no,yes,10.0,1.0,0.0,0.0,0.0,,
45760,22.0,1.5,1.67313,no,yes,60.0,1.0,0.0,0.0,0.0,,
45764,28.0,1.5,1.71726,no,yes,60.0,1.0,0.0,1.0,0.0,0.13636364,707.0
45772,21.0,1.5,1.648035,no,no,80.0,0.0,0.0,1.0,0.0,0.67171717,344.0
45778,25.0,1.5,1.7218449,no,no,120.0,1.0,0.0,0.0,0.0,,
45780,21.0,1.5,1.648225,no,yes,30.0,0.0,0.0,1.0,0.0,0.01010101,443.0
45784,23.0,1.5,1.697285,no,yes,70.0,1.0,0.0,1.0,1.0,0.36363637,736.0
45786,19.0,1.5,1.4980575,no,no,43.0,0.0,0.0,0.0,1.0,,
45790,20.0,1.5,1.514765,no,no,25.0,0.0,0.0,0.0,1.0,,
45834,20.0,1.5,1.3220274,no,no,80.0,0.0,0.0,1.0,0.0,0.035353534,255.0
45856,22.0,1.5,1.3680625,no,yes,80.0,0.0,0.0,0.0,0.0,,
45862,18.0,1.5,1.230625,no,yes,180.0,1.0,0.0,1.0,0.0,1.0,719.0
46004,24.0,2.0,2.11385,no,yes,6.0,1.0,0.0,0.0,0.0,,
46006,25.0,2.0,1.86586,no,yes,60.0,1.0,1.0,1.0,1.0,0.3181818,334.0
46008,22.0,1.5,1.83905,no,no,50.0,1.0,0.0,1.0,0.0,0.14141414,202.0
46010,25.0,25.0,1.328755,no,no,30.0,0.0,0.0,0.0,1.0,,
46016,19.0,1.5,1.4504375,no,yes,30.0,0.0,0.0,1.0,0.0,0.6818182,224.0
46018,17.0,1.5,1.20444,no,no,30.0,0.0,0.0,0.0,0.0,,
46022,17.0,1.5,1.21079,no,no,30.0,0.0,0.0,1.0,0.0,0.8636364,622.0
46026,19.0,1.5,1.442155,no,yes,60.0,0.0,0.0,1.0,1.0,0.65656567,287.0
46034,17.0,1.5,1.255515,no,yes,50.0,0.0,0.0,1.0,0.0,0.28282827,757.0
46036,20.0,1.5,1.3746525,no,yes,30.0,0.0,0.0,1.0,0.0,0.96464646,725.0
46044,21.0,1.5,1.6189051,no,no,70.0,0.0,0.0,1.0,0.0,0.3181818,650.0
46046,22.0,1.5,1.344785,no,yes,65.0,1.0,0.0,0.0,0.0,,
46050,19.0,1.5,1.4123526,no,no,30.0,0.0,0.0,0.0,0.0,,
46058,22.0,1.5,1.401275,no,no,40.0,0.0,0.0,0.0,0.0,,
46060,20.0,1.5,1.4131875,no,yes,80.0,0.0,0.0,1.0,0.0,0.46969697,24.0
46066,17.0,1.5,1.253765,no,yes,50.0,0.0,0.0,0.0,0.0,,
46070,24.0,1.5,1.3811799,no,yes,150.0,1.0,0.0,1.0,1.0,0.9141414,666.0
46074,22.0,1.5,1.3831799,no,yes,60.0,0.0,0.0,0.0,0.0,,
46476,19.0,1.0,1.62701,no,yes,90.0,0.0,0.0,1.0,1.0,0.5808081,557.0
46478,18.0,1.0,1.3734667,no,yes,25.0,0.0,0.0,0.0,0.0,,
46494,18.0,1.0,1.4149433,no,yes,24.0,0.0,0.0,1.0,0.0,0.9040404,682.0
46502,19.0,1.0,1.3734667,no,yes,40.0,0.0,0.0,1.0,0.0,0.65656567,216.0
46510,17.0,1.0,1.3684666,no,no,60.0,0.0,0.0,1.0,0.0,0.035353534,665.0
46536,20.0,1.0,1.45045,no,no,36.0,0.0,0.0,1.0,0.0,0.82323235,406.0
46538,19.0,1.0,1.4036967,no,no,40.0,0.0,0.0,1.0,0.0,0.540404,427.0
46540,18.0,1.0,1.3841,no,no,40.0,0.0,0.0,0.0,0.0,,
46542,18.0,1.0,1.375,no,no,30.0,1.0,0.0,1.0,0.0,0.77272725,406.0
46546,22.0,1.0,1.5264367,no,yes,120.0,0.0,0.0,0.0,1.0,,
46632,18.0,1.0,1.6285033,no,yes,120.0,0.0,0.0,1.0,0.0,0.2979798,393.0
46638,27.0,25.0,1.62655,yes,no,180.0,0.0,1.0,0.0,1.0,,
46642,21.0,1.0,2.01046,no,no,40.0,1.0,0.0,0.0,0.0,,
46644,23.0,1.5,2.59774,no,no,80.0,0.0,0.0,0.0,0.0,,
46650,24.0,1.0,2.0237932,no,no,90.0,1.0,0.0,1.0,0.0,0.045454547,590.0
47184,26.0,0.5,3.335,no,yes,110.0,0.0,0.0,0.0,1.0,,
47186,19.0,0.5,1.36,no,no,60.0,0.0,0.0,0.0,0.0,,
47188,17.0,0.5,1.36,no,no,40.0,0.0,0.0,0.0,0.0,,
47194,17.0,0.5,1.36,no,yes,40.0,1.0,0.0,1.0,0.0,0.24242425,496.0
47198,22.0,0.5,1.56,no,no,60.0,0.0,0.0,1.0,0.0,0.540404,589.0
47200,21.0,0.5,1.5525,no,no,30.0,0.0,0.0,0.0,0.0,,
47216,20.0,0.5,1.5525,no,no,40.0,0.0,0.0,1.0,0.0,0.030303031,474.0
47240,17.0,0.5,1.36,no,no,20.0,1.0,0.0,1.0,0.0,0.8080808,585.0
47254,24.0,0.5,1.56,no,no,20.0,0.0,0.0,1.0,1.0,0.57575756,215.0
47268,21.0,0.5,1.603705,no,yes,60.0,0.0,0.0,1.0,0.0,0.12626262,52.0
47270,19.0,0.5,1.483705,no,no,120.0,0.0,0.0,0.0,0.0,,
47272,23.0,0.5,1.989655,no,no,20.0,1.0,0.0,1.0,1.0,0.21717171,405.0
47274,24.0,25.0,1.989655,no,yes,40.0,1.0,0.0,0.0,1.0,,
47276,23.0,0.5,1.989655,no,yes,40.0,1.0,0.0,1.0,0.0,0.8333333,351.0
47278,28.0,0.5,1.645515,no,yes,100.0,1.0,0.0,0.0,0.0,,
47280,19.0,0.5,1.617325,no,no,50.0,1.0,0.0,0.0,0.0,,
47282,26.0,1.0,2.00103,no,yes,140.0,1.0,0.0,0.0,0.0,,
47284,20.0,0.5,1.650085,no,yes,120.0,0.0,0.0,1.0,0.0,0.8030303,625.0
47286,19.0,0.5,1.530255,no,no,120.0,0.0,0.0,1.0,0.0,0.16666667,361.0
47288,19.0,0.5,1.6417199,no,no,110.0,1.0,0.0,0.0,0.0,,
47294,20.0,0.5,1.485255,no,yes,90.0,0.0,0.0,1.0,0.0,0.025252525,623.0
47296,20.0,0.5,1.49172,no,yes,150.0,0.0,0.0,1.0,1.0,0.3030303,401.0
47304,25.0,0.5,1.5071551,no,no,40.0,1.0,0.0,0.0,0.0,,
47310,20.0,0.5,1.45077,no,yes,180.0,0.0,0.0,0.0,0.0,,
47312,22.0,0.5,1.49422,no,yes,120.0,0.0,0.0,1.0,0.0,0.64141417,524.0
47314,18.0,0.5,1.2992251,no,yes,60.0,0.0,0.0,1.0,0.0,0.4090909,440.0
47322,20.0,0.5,1.2971851,no,yes,30.0,0.0,0.0,0.0,1.0,,
47324,22.0,0.5,1.4287051,no,no,140.0,1.0,0.0,0.0,1.0,,
47328,22.0,0.5,1.305255,no,yes,30.0,0.0,0.0,0.0,0.0,,
47330,23.0,0.5,1.485255,no,no,40.0,0.0,0.0,1.0,0.0,0.9191919,392.0
47534,23.0,0.5,1.248795,no,yes,180.0,0.0,0.0,0.0,0.0,,
47552,21.0,0.5,1.238795,no,yes,140.0,1.0,0.0,0.0,0.0,,
47648,20.0,0.5,1.216895,no,yes,120.0,1.0,0.0,1.0,0.0,0.04040404,213.0
47650,19.0,1.0,1.725,no,yes,60.0,0.0,0.0,0.0,0.0,,
47652,21.0,1.0,1.685,no,yes,90.0,0.0,0.0,0.0,0.0,,
48028,26.0,0.0,1.34034,no,no,40.0,0.0,0.0,0.0,1.0,,
48032,29.0,0.0,1.3103399,no,yes,60.0,0.0,0.0,0.0,0.0,,
48036,18.0,0.0,1.24137,no,no,170.0,1.0,0.0,0.0,0.0,,
48040,23.0,0.0,1.34034,no,yes,90.0,1.0,0.0,1.0,1.0,0.055555556,282.0
48042,21.0,0.0,1.34034,no,yes,90.0,1.0,0.0,1.0,1.0,0.17676768,179.0
48046,26.0,0.0,1.27586,yes,yes,180.0,0.0,1.0,0.0,0.0,,
48054,23.0,0.0,1.3103399,no,yes,90.0,1.0,0.0,1.0,0.0,0.36868685,654.0
48056,21.0,0.0,1.34034,no,no,110.0,1.0,0.0,1.0,1.0,0.63131315,375.0
48058,20.0,0.0,1.3103399,no,yes,55.0,1.0,0.0,1.0,0.0,0.8181818,520.0
48060,22.0,0.0,1.3103399,no,no,120.0,0.0,0.0,0.0,0.0,,
48066,22.0,0.0,1.34034,no,no,120.0,0.0,0.0,1.0,1.0,0.67171717,494.0
48068,22.0,0.0,1.3103399,no,yes,220.0,0.0,0.0,1.0,1.0,0.63131315,486.0
48072,21.0,0.0,1.3103399,no,yes,180.0,1.0,0.0,0.0,1.0,,
48074,23.0,0.0,1.24137,no,no,150.0,0.0,0.0,1.0,0.0,0.7222222,541.0
48076,19.0,0.0,1.3103399,no,no,20.0,0.0,0.0,0.0,0.0,,
48078,23.0,0.0,1.34034,no,yes,4.0,0.0,0.0,1.0,1.0,0.4848485,213.0
48080,22.0,0.0,1.24137,no,yes,30.0,1.0,0.0,0.0,0.0,,
48088,20.0,0.0,1.3103399,no,yes,120.0,1.0,0.0,1.0,1.0,0.82828283,737.0
48094,21.0,0.0,1.3103399,no,yes,190.0,1.0,0.0,1.0,0.0,0.84343433,583.0
48096,23.0,0.0,1.3103399,no,yes,90.0,0.0,0.0,0.0,0.0,,
48100,21.0,0.0,1.3103399,no,yes,90.0,0.0,0.0,0.0,0.0,,
48120,25.0,0.0,0.99052,no,yes,60.0,0.0,1.0,1.0,0.0,0.13131313,81.0
48122,20.0,0.0,1.2665501,no,yes,40.0,0.0,0.0,0.0,0.0,,
48124,23.0,0.0,1.0505201,no,yes,50.0,0.0,0.0,1.0,0.0,0.7676768,539.0
48130,21.0,0.0,1.19742,no,yes,120.0,0.0,0.0,0.0,1.0,,
48138,26.0,0.0,1.12552,no,no,40.0,1.0,0.0,0.0,1.0,,
48372,24.0,0.0,0.62069,no,yes,50.0,0.0,0.0,1.0,0.0,0.67676765,505.0
48378,18.0,0.0,0.62069,no,yes,160.0,1.0,0.0,0.0,0.0,,
48382,22.0,0.0,0.62069,no,no,80.0,1.0,0.0,0.0,0.0,,
48386,18.0,0.0,0.53793,no,yes,120.0,1.0,0.0,1.0,0.0,0.7777778,604.0
